City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Villa Carlos Paz,AR,-31.4241,-64.4978,46.38,45,0,4.99,clear sky
351,Alofi,NU,-19.0595,-169.9187,76.89,73,75,20.71,broken clouds
352,Lavrentiya,RU,65.5833,-171.0,49.71,77,95,9.37,overcast clouds
353,Burns Lake,CA,54.2331,-125.7533,74.62,49,69,4.79,broken clouds
354,Touros,BR,-5.1989,-35.4608,73.54,93,28,12.93,light rain
355,San Isidro,PE,-12.1167,-77.05,62.02,85,100,11.5,overcast clouds
356,Noumea,NC,-22.2763,166.4572,84.18,99,100,6.71,overcast clouds
357,Avarua,CK,-21.2078,-159.775,73.45,83,75,5.75,broken clouds
358,Viedma,AR,-40.8135,-62.9967,42.49,49,33,11.83,scattered clouds
359,Palafrugell,ES,41.9174,3.1631,75.25,52,0,5.55,clear sky
360,Aban,RU,56.67,96.06,71.76,48,4,5.59,clear sky
361,Bocas Del Toro,PA,9.3333,-82.25,80.08,83,100,7.07,overcast clouds
362,Honiara,SB,-9.4333,159.95,87.4,62,62,7.2,broken clouds
363,Tuatapere,NZ,-46.1333,167.6833,51.4,69,46,12.97,scattered clouds
364,Green Valley,US,31.8543,-110.9937,90.55,51,53,3.91,broken clouds
365,Anadyr,RU,64.75,177.4833,46.9,93,75,11.18,light rain
366,The Valley,AI,18.217,-63.0578,82.26,78,31,19.17,scattered clouds
367,Khanpur,PK,28.6453,70.6567,96.76,46,3,7.72,clear sky
368,Llallagua,BO,-18.4167,-66.6333,42.82,27,99,1.7,overcast clouds
369,Faya,SA,18.3851,42.4509,64.92,45,4,6.67,clear sky
370,Novyy Urengoy,RU,66.0833,76.6333,54.41,49,37,4.23,scattered clouds
371,Magdagachi,RU,53.45,125.8,84.83,45,31,7.31,scattered clouds
372,Kasungu,MW,-13.0333,33.4833,54.86,83,2,6.8,clear sky
373,Kloulklubed,PW,7.0419,134.2556,81.1,84,96,9.98,overcast clouds
374,Challans,FR,46.8436,-1.8749,54.52,94,1,10.51,clear sky
375,Awbari,LY,26.5921,12.7805,78.46,23,0,5.46,clear sky
376,Indian Head,US,38.6001,-77.1622,76.84,73,0,6.91,clear sky
377,Bestobe,KZ,52.4994,73.0975,61.34,77,97,11.56,overcast clouds
378,Dawei,MM,14.0833,98.2,77.58,95,100,8.34,overcast clouds
379,Pocone,BR,-16.2567,-56.6228,71.24,38,94,4.85,overcast clouds
380,Santa Cruz,BO,-17.8,-63.1667,72.86,88,100,9.22,overcast clouds
381,Sinop,TR,41.7711,34.8709,57.02,68,0,3.91,clear sky
382,Longhua,CN,23.6137,114.1919,81.54,90,100,3.87,moderate rain
383,Harnosand,SE,62.6323,17.9379,59.0,86,100,8.66,light rain
384,Nantucket,US,41.2835,-70.0995,72.0,88,0,9.22,clear sky
385,Osmena,PH,10.5208,119.9258,81.34,77,97,8.19,moderate rain
386,Cervo,ES,43.6702,-7.4101,61.97,90,100,18.19,overcast clouds
387,Mansa,IN,29.9833,75.3833,96.44,46,39,9.13,scattered clouds
388,Isangel,VU,-19.55,169.2667,82.51,69,40,13.8,scattered clouds
389,Altay,CN,47.8667,88.1167,70.54,35,100,2.21,overcast clouds
390,Shimoda,JP,34.6667,138.95,79.16,94,100,11.27,light rain
391,Ingolstadt,DE,48.7667,11.4333,64.67,94,75,4.61,broken clouds
392,Mtwara,TZ,-10.2667,40.1833,67.12,89,0,9.98,clear sky
393,Clermont,FR,49.5,2.4167,52.02,95,5,4.72,clear sky
394,Clyde River,CA,70.4692,-68.5914,35.83,93,100,20.71,overcast clouds
395,Nome,US,64.5011,-165.4064,50.16,87,100,6.91,overcast clouds
396,Mayumba,GA,-3.432,10.6554,68.61,92,7,6.73,clear sky
397,Berezovyy,RU,51.6667,135.7,88.09,40,41,4.83,scattered clouds
398,Manta,EC,-0.95,-80.7333,71.38,88,75,11.5,broken clouds
399,Uige,AO,-7.6087,15.0613,58.75,62,0,2.46,clear sky
400,Andenes,NO,69.3143,16.1194,57.92,88,20,2.3,few clouds
401,Luena,AO,-11.7833,19.9167,48.54,70,4,3.29,clear sky
402,Bulungu,CD,-4.55,18.6,69.03,44,3,4.34,clear sky
403,Bathsheba,BB,13.2167,-59.5167,81.21,89,20,17.27,few clouds
404,Bosaso,SO,11.2842,49.1816,87.19,43,100,21.12,overcast clouds
405,Savonlinna,FI,61.8699,28.88,64.45,68,0,8.05,clear sky
406,Mizdah,LY,31.4451,12.9801,71.42,63,0,0.63,clear sky
407,Surt,LY,31.2089,16.5887,78.82,85,0,7.56,clear sky
408,San Jose,US,37.3394,-121.895,75.99,63,75,11.5,broken clouds
409,Chanika,TZ,-5.4167,38.0167,57.16,98,20,3.29,few clouds
410,Esil,KZ,51.9556,66.4042,54.3,91,100,16.31,overcast clouds
411,Sao Filipe,CV,14.8961,-24.4956,73.72,80,9,5.75,clear sky
412,Kismayo,SO,-0.3582,42.5454,76.3,78,66,17.74,broken clouds
413,Muslyumovo,RU,55.3033,53.1947,52.61,76,79,8.72,broken clouds
414,Balkhash,KZ,46.844,74.9804,65.01,48,0,29.08,clear sky
415,Chivilcoy,AR,-34.8957,-60.0167,43.47,91,0,6.69,clear sky
416,Sitka,US,57.0531,-135.33,64.29,77,0,8.05,clear sky
417,Bac Lieu,VN,9.285,105.7244,86.38,68,56,12.01,broken clouds
418,Koslan,RU,63.4564,48.8989,66.15,48,2,5.14,clear sky
419,Athabasca,CA,54.7169,-113.2854,63.01,84,100,7.96,overcast clouds
420,Wallaceburg,CA,42.593,-82.3885,79.05,67,100,8.14,overcast clouds
421,Pravia,ES,43.4906,-6.1508,60.67,100,100,5.75,mist
422,Pietermaritzburg,ZA,-29.6168,30.3928,51.69,63,0,4.38,clear sky
423,Jawhar,SO,2.7809,45.5005,71.37,88,82,11.36,broken clouds
424,Haines Junction,CA,60.7522,-137.5108,82.35,34,68,3.44,broken clouds
425,Ust-Nera,RU,64.5667,143.2,85.08,37,97,12.41,overcast clouds
426,Guangyuan,CN,32.442,105.823,90.88,41,59,6.35,broken clouds
427,Spirit River,CA,55.7833,-118.8361,66.63,77,72,1.63,broken clouds
428,Quartucciu,IT,39.2519,9.1794,81.0,52,0,10.0,clear sky
429,Beringovskiy,RU,63.05,179.3167,44.78,97,100,3.62,overcast clouds
430,Karla,EE,59.3723,24.9275,62.56,86,0,2.3,clear sky
431,Cortes,ES,41.9395,-1.4396,66.25,79,0,13.31,clear sky
432,Kamisu,JP,35.8907,140.6686,90.32,61,100,13.33,overcast clouds
433,Acapulco,MX,16.8634,-99.8901,82.22,78,100,12.66,overcast clouds
434,The Pas,CA,53.8251,-101.2541,66.22,59,0,2.3,clear sky
435,Romny,UA,50.751,33.4747,68.99,75,98,0.83,overcast clouds
436,Christchurch,NZ,-43.5333,172.6333,55.47,70,77,3.44,broken clouds
437,Wilmington,US,34.2257,-77.9447,79.0,86,22,1.99,few clouds
438,Monster,NL,52.0258,4.175,58.98,82,20,1.14,few clouds
439,Iznoski,RU,54.9881,35.3108,63.25,92,86,2.3,overcast clouds
440,Kitami,JP,43.8031,143.8908,69.26,77,77,6.71,moderate rain
441,Talara,PE,-4.5772,-81.2719,63.9,86,64,16.89,broken clouds
442,Glenwood Springs,US,39.5505,-107.3248,86.92,54,0,6.91,clear sky
443,Ostrovnoy,RU,68.0531,39.5131,52.05,94,95,4.45,overcast clouds
444,Kiunga,PG,-6.1219,141.2906,81.46,86,98,3.47,overcast clouds
445,Ardakan,IR,32.31,54.0175,75.81,28,3,11.77,clear sky
446,Pavlodar,KZ,52.3,76.95,67.8,68,20,8.95,few clouds
447,Padang,ID,-0.9492,100.3543,80.65,61,91,4.94,overcast clouds
448,Mezen,RU,65.8522,44.24,68.88,71,84,4.09,broken clouds
449,Havre,FR,49.5833,0.3333,58.77,82,0,9.22,clear sky
450,Chandbali,IN,20.7833,86.7667,87.62,68,87,4.9,heavy intensity rain
451,Shepetivka,UA,50.1855,27.0637,62.47,82,49,4.27,scattered clouds
452,Polican,AL,40.6122,20.0981,72.66,58,0,5.84,clear sky
453,Mutis,CO,6.2262,-77.4044,77.65,88,100,3.42,overcast clouds
454,Port Lincoln,AU,-34.7333,135.8667,56.07,69,1,11.03,clear sky
455,Takoradi,GH,4.8845,-1.7554,74.35,91,87,6.22,light rain
456,Ambon,ID,-3.6954,128.1814,78.24,15,75,10.36,heavy intensity rain
457,Boende,CD,-0.2167,20.8667,70.11,88,82,1.59,light rain
458,Bage,BR,-31.3314,-54.1069,62.73,97,83,6.17,broken clouds
459,Dicabisagan,PH,17.0818,122.4157,87.21,64,84,5.55,broken clouds
460,Manakara,MG,-22.1333,48.0167,65.79,91,99,1.74,light rain
461,Olinda,BR,-8.0089,-34.8553,78.53,73,40,18.41,scattered clouds
462,Lubango,AO,-14.9172,13.4925,53.94,42,0,2.86,clear sky
463,San Cristobal,VE,7.7669,-72.225,69.98,92,60,2.77,broken clouds
464,Bielsk Podlaski,PL,52.7651,23.1865,63.01,91,0,5.17,clear sky
465,Canutama,BR,-6.5339,-64.3831,74.79,78,34,3.36,scattered clouds
466,Casay,PH,9.8204,123.5496,85.1,69,54,2.01,broken clouds
467,Opatija,HR,45.3392,14.3083,78.75,70,89,4.59,overcast clouds
468,Tocopilla,CL,-22.092,-70.1979,62.65,68,100,6.46,overcast clouds
469,Kyshtovka,RU,56.555,76.6271,57.02,96,100,13.33,light rain
470,Vila,PT,42.0304,-8.1588,56.28,88,3,4.97,clear sky
471,Maniitsoq,GL,65.4167,-52.9,42.8,97,100,11.41,light rain
472,Chumphon,TH,10.3333,98.8333,75.61,90,100,7.76,overcast clouds
473,Laiyang,CN,36.9758,120.7136,87.6,59,88,8.7,overcast clouds
474,Porto Walter,BR,-8.2686,-72.7439,75.04,73,15,1.03,few clouds
475,Zabaykalsk,RU,49.6333,117.3167,78.96,50,49,10.09,scattered clouds
476,Awjilah,LY,29.1081,21.2869,77.04,54,0,7.45,clear sky
477,Matara,LK,5.9485,80.5353,79.47,84,100,14.7,overcast clouds
478,Ladan,UA,50.5196,32.5818,66.0,62,6,2.21,clear sky
479,Palampur,IN,32.1167,76.5333,79.34,75,82,3.38,broken clouds
480,Leon Valley,US,29.4952,-98.6186,89.65,56,0,14.97,clear sky
481,Stephenville,US,32.2207,-98.2023,90.25,37,40,5.75,scattered clouds
482,Geraldton,AU,-28.7667,114.6,59.41,51,100,14.97,overcast clouds
483,Masindi,UG,1.6744,31.715,59.74,67,35,2.17,scattered clouds
484,Maxixe,MZ,-23.8597,35.3472,64.11,87,0,1.97,clear sky
485,Brasileia,BR,-11.0161,-68.7481,78.08,52,70,1.81,broken clouds
486,Lashio,MM,22.9333,97.75,75.11,88,100,2.17,overcast clouds
487,Cartagena,CO,10.3997,-75.5144,82.02,94,75,4.61,light intensity drizzle
488,Pahrump,US,36.2083,-115.9839,83.32,17,0,8.39,clear sky
489,Mus,TR,39.0,41.75,55.44,59,0,7.02,clear sky
490,Sistranda,NO,63.7256,8.834,53.56,76,100,17.83,overcast clouds
491,Torbat-E Jam,IR,35.244,60.6225,69.96,35,0,21.72,clear sky
492,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.21,90,0,14.14,clear sky
493,Juneau,US,58.3019,-134.4197,82.4,34,75,3.44,broken clouds
494,Kasongo,CD,-4.45,26.6667,66.63,48,10,2.68,clear sky
495,Fairbanks,US,64.8378,-147.7164,83.61,41,0,5.75,smoke
496,Claremore,US,36.3126,-95.6161,90.52,56,0,1.01,clear sky
497,Abha,SA,18.2164,42.5053,64.65,32,0,0.0,clear sky
498,Orel-Izumrud,RU,43.4583,39.9244,62.62,88,0,13.42,clear sky
499,Dzaoudzi,YT,-12.7887,45.2699,69.69,94,0,12.75,clear sky
500,Pangnirtung,CA,66.1451,-65.7125,51.73,58,100,1.83,overcast clouds
501,Sarangani,PH,5.4033,125.4636,83.01,74,100,9.04,overcast clouds
502,Rorvik,NO,64.8621,11.2373,54.36,94,100,20.89,light rain
503,Rafai,CF,4.95,23.9167,68.34,98,100,0.25,overcast clouds
504,Brae,GB,60.3964,-1.353,50.04,82,100,17.54,overcast clouds
505,Marsaxlokk,MT,35.8419,14.5431,78.08,73,0,3.44,clear sky
506,Aleksandrov Gay,RU,50.147,48.5704,58.93,79,1,15.61,clear sky
507,Mitu,CO,1.1983,-70.1733,71.78,98,98,0.47,overcast clouds
508,Veseloyarsk,RU,51.2836,81.1056,77.43,36,86,12.44,overcast clouds
509,Semiletka,RU,55.3603,54.6153,51.35,80,100,8.25,overcast clouds
510,Port-Gentil,GA,-0.7193,8.7815,73.2,80,38,15.7,scattered clouds
511,Sabha,LY,27.0377,14.4283,78.46,30,0,9.51,clear sky
512,Kuytun,RU,54.3419,101.5036,65.44,69,100,4.03,light rain
513,Menongue,AO,-14.6585,17.691,49.55,68,0,5.28,clear sky
514,Hami,CN,42.8,93.45,92.35,10,3,7.56,clear sky
515,Along,IN,28.1667,94.7667,87.62,71,56,1.14,broken clouds
516,Paredon,MX,16.0333,-93.8667,80.91,80,100,1.99,overcast clouds
517,Mayo,US,38.8876,-76.5119,76.26,79,0,0.0,clear sky
518,Terrace Bay,CA,48.7834,-87.1,51.12,100,100,5.59,light rain
519,Mishelevka,RU,52.8575,103.1719,63.66,72,100,8.72,overcast clouds
520,Naze,JP,28.3667,129.4833,83.32,79,41,12.17,scattered clouds
521,Deer Lake,CA,49.1667,-57.4316,55.26,71,20,10.36,few clouds
522,Cap Malheureux,MU,-19.9842,57.6142,67.46,77,82,5.01,light rain
523,Asau,RO,46.4333,26.4,63.52,74,7,3.85,clear sky
524,Sambava,MG,-14.2667,50.1667,70.47,86,94,14.63,moderate rain
525,Soyo,AO,-6.1349,12.3689,69.35,89,55,6.64,broken clouds
526,Mattru,SL,7.6244,-11.8332,70.72,94,83,1.5,broken clouds
527,Lyudinovo,RU,53.8664,34.4478,65.25,92,99,2.13,overcast clouds
528,Rampura,IN,30.25,75.2333,97.11,45,28,8.59,scattered clouds
529,Timmins,CA,48.4669,-81.3331,64.22,68,75,3.44,broken clouds
530,Buckeye,US,33.3703,-112.5838,101.82,20,13,17.27,few clouds
531,Svetlogorsk,BY,52.6333,29.7333,66.25,83,44,4.05,scattered clouds
532,Huaihua,CN,27.5494,109.9592,87.26,67,39,4.63,scattered clouds
533,Bedford,GB,52.1346,-0.4663,52.11,90,2,7.0,clear sky
534,Ozernovskiy,RU,51.5,156.5167,51.51,90,92,3.89,overcast clouds
535,Inverness,GB,57.4791,-4.224,51.98,79,40,16.11,scattered clouds
536,Road Town,VG,18.4167,-64.6167,82.44,78,20,9.22,few clouds
537,Pitimbu,BR,-7.4706,-34.8086,77.59,82,29,16.73,scattered clouds
538,Haapsalu,EE,58.9431,23.5414,66.9,87,12,11.34,few clouds
539,Deori Khas,IN,23.4,79.0167,84.31,71,1,5.82,clear sky
540,Lasa,IT,46.6166,10.7002,63.48,87,85,5.3,overcast clouds
541,Sotnikovo,RU,51.8845,107.4791,66.29,63,75,8.99,broken clouds
542,Salym,RU,60.0625,71.4789,57.87,54,15,11.12,few clouds
543,Deep River,CA,46.1001,-77.4995,65.95,71,100,3.33,overcast clouds
544,Burnie,AU,-41.0667,145.9167,59.94,47,16,2.86,few clouds
545,Middletown,US,39.5151,-84.3983,81.16,66,0,6.91,clear sky
546,Oistins,BB,13.0667,-59.5333,80.69,78,20,17.27,few clouds
547,Uaua,BR,-9.8414,-39.4817,66.51,88,87,14.03,overcast clouds
548,Nalut,LY,30.3333,10.85,79.2,37,0,10.33,clear sky
549,Morondava,MG,-20.2833,44.2833,62.76,71,0,7.36,clear sky
550,Progreso,MX,21.2833,-89.6667,80.85,80,0,14.41,clear sky
551,Eydhafushi,MV,5.1033,73.0708,83.16,76,100,14.58,overcast clouds
552,Shingu,JP,33.7333,135.9833,76.26,96,100,5.68,moderate rain
553,Port Hardy,CA,50.6996,-127.4199,55.58,100,100,3.44,overcast clouds
554,Bouloupari,NC,-21.8667,166.05,84.11,66,100,5.1,overcast clouds
555,Gulbene,LV,57.1777,26.7529,59.09,94,14,4.27,few clouds
556,Miedzyrzec Podlaski,PL,51.9864,22.7825,62.6,83,8,2.66,clear sky
557,Filadelfia,US,39.9523,-75.1638,77.25,64,0,0.0,clear sky
558,Korla,CN,41.7597,86.1469,92.66,15,0,3.42,clear sky
559,Inhambane,MZ,-23.865,35.3833,65.39,84,1,2.57,clear sky
560,Sovetskiy,RU,61.3614,63.5842,55.49,51,100,4.07,overcast clouds
561,Robertsport,LR,6.7533,-11.3686,77.23,76,61,5.82,broken clouds
562,Ranau,MY,5.9538,116.6641,81.28,71,98,2.3,moderate rain
563,Voznesenskoye,RU,54.89,42.7569,59.76,76,92,2.55,overcast clouds
564,High Level,CA,58.5169,-117.136,71.71,43,20,5.75,few clouds
565,Tokur,RU,53.1333,132.9,85.78,38,94,2.59,overcast clouds
566,Priiskovyy,RU,51.9333,116.6333,76.53,64,87,10.36,light rain
567,Jundia,BR,-8.9347,-35.5736,69.03,95,69,4.23,broken clouds
568,Brenham,US,30.1669,-96.3977,89.78,52,0,8.05,clear sky
569,Novobiryusinskiy,RU,56.9578,97.7076,70.43,49,56,3.24,broken clouds
570,Nishihara,JP,26.1842,127.7558,87.85,81,40,16.11,scattered clouds
571,Poya,NC,-21.35,165.15,80.13,69,96,8.43,overcast clouds
572,Dovbysh,UA,50.3733,27.9874,63.43,85,43,2.75,scattered clouds
573,Harrisonburg,US,38.4496,-78.8689,71.38,79,0,0.0,clear sky
574,Erzin,TR,36.9559,36.2,71.91,79,0,0.94,clear sky
575,Maracas,BR,-13.4411,-40.4308,60.64,84,78,9.44,broken clouds
576,Delijan,IR,33.9905,50.6838,68.14,47,0,4.12,clear sky
577,Agfalva,HU,47.6899,16.5166,63.55,92,99,4.85,moderate rain
578,Sunel,IN,24.3667,75.9667,87.71,64,75,6.91,broken clouds
579,Lima,PE,-12.0432,-77.0282,60.91,85,100,11.5,overcast clouds
580,Kapit,MY,2.0167,112.9333,92.23,48,62,0.96,broken clouds
581,Auki,SB,-8.7676,160.7034,85.82,64,50,4.61,scattered clouds
582,Inuvik,CA,68.3499,-133.7218,88.56,37,75,3.44,smoke
583,Kutum,SD,14.2,24.6667,74.86,62,93,6.91,light rain
584,Izumo,JP,35.3667,132.7667,91.29,58,40,10.36,scattered clouds
585,Adrar,MR,20.5022,-10.0711,92.14,18,11,5.57,few clouds
586,Neepawa,CA,50.2289,-99.4664,63.0,98,100,11.03,light rain
587,San Vicente,AR,-26.6167,-54.1333,61.79,78,100,3.56,overcast clouds
588,Pacifica,US,37.6138,-122.4869,73.22,88,75,14.97,broken clouds
589,Oleiros,ES,43.3333,-8.3167,63.99,83,100,11.99,overcast clouds
590,Mzimba,MW,-11.9,33.6,54.0,79,0,7.85,clear sky
591,Rio Gallegos,AR,-51.6226,-69.2181,32.16,80,100,7.47,overcast clouds
592,Bure,ET,10.7,37.0667,52.75,91,93,2.89,overcast clouds
593,Potiskum,NG,11.7091,11.0694,76.62,76,91,10.6,overcast clouds
594,Makhachkala,RU,42.9764,47.5024,77.02,42,0,6.76,clear sky
595,Tabas,IR,33.5959,56.9244,88.02,20,3,4.61,clear sky
596,Atambua,ID,-9.1061,124.8925,76.84,67,97,7.78,overcast clouds
597,Bolpur,IN,23.6667,87.7167,90.54,59,31,8.1,scattered clouds
598,Great Yarmouth,GB,52.6083,1.7305,55.02,86,11,9.28,few clouds
599,Perez,AR,-32.9983,-60.7679,50.92,77,0,2.3,clear sky
600,Ancud,CL,-41.8697,-73.8203,45.23,84,100,22.19,light rain
601,Simao,CN,22.7886,100.9748,70.72,94,100,2.62,overcast clouds
602,Moerai,PF,-22.4333,-151.3333,75.6,63,64,14.25,broken clouds
603,Llanes,ES,43.4198,-4.7549,63.52,86,84,4.88,broken clouds
604,Kargasok,RU,59.0556,80.8572,62.35,76,100,10.71,overcast clouds
605,Loudi,CN,27.7344,111.9944,84.04,80,100,4.59,overcast clouds
606,Uglekamensk,RU,43.2172,133.2303,84.51,56,97,5.61,overcast clouds
607,Ginda,IN,30.6945,78.4932,74.37,80,91,2.77,overcast clouds
608,Belmonte,BR,-15.8631,-38.8828,71.6,84,9,8.3,clear sky
609,Mwanza,TZ,-2.5167,32.9,63.63,48,32,8.84,scattered clouds
610,Sibolga,ID,1.7427,98.7792,82.65,70,100,2.33,overcast clouds
611,Nuuk,GL,64.1835,-51.7216,42.49,95,100,11.63,overcast clouds
612,Nikolayevka,RU,53.1257,47.2041,55.76,81,14,8.05,few clouds
613,Nelson Bay,AU,-32.7167,152.15,62.01,99,100,17.0,moderate rain
614,Xichang,CN,27.8964,102.2634,76.86,73,52,1.92,broken clouds
615,Moroni,KM,-11.7022,43.2551,73.4,76,12,11.9,few clouds
616,Erbaa,TR,40.6689,36.5675,57.65,93,49,2.24,scattered clouds
617,Hofn,IS,64.2539,-15.2082,51.12,66,9,8.97,clear sky
618,Dombarovskiy,RU,50.7587,59.5386,55.83,72,94,13.29,overcast clouds
619,Yagodnoye,RU,62.55,149.6667,84.76,30,100,11.79,overcast clouds
620,Rauma,FI,61.1272,21.5113,59.04,87,86,6.85,overcast clouds
621,Skalat,UA,49.4273,25.9787,63.68,77,59,3.47,broken clouds
622,Alimpesti,RO,45.0833,23.8,67.59,68,16,3.89,few clouds
623,Ixtapa,MX,20.7,-105.2,78.71,91,95,4.29,overcast clouds
624,Sumbe,AO,-11.2061,13.8437,66.02,87,0,1.72,clear sky
625,Kallithea,GR,37.95,23.7,79.47,26,0,1.99,clear sky
626,Krasnyy Yar,RU,46.5331,48.3456,67.96,51,1,12.33,clear sky
627,Kirakira,SB,-10.4544,161.9205,84.02,73,51,10.71,broken clouds
628,Warri,NG,5.5167,5.75,72.54,96,95,3.02,overcast clouds
629,San Borja,BO,-14.8167,-66.85,73.92,65,100,2.42,overcast clouds
630,Yamada,JP,39.4667,141.95,80.6,69,100,5.75,overcast clouds
631,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.39,79,61,12.17,broken clouds
632,Benguela,AO,-12.5763,13.4055,66.42,85,0,5.5,clear sky
633,Flinders,AU,-34.5833,150.8552,57.18,90,100,4.0,light rain
634,Gurupa,BR,-1.405,-51.64,73.78,92,74,3.02,broken clouds
635,Grand Gaube,MU,-20.0064,57.6608,68.4,76,86,5.01,light rain
636,Karatsu,JP,33.4425,129.9697,82.29,88,99,2.77,overcast clouds
637,Chake Chake,TZ,-5.2459,39.7666,72.25,79,2,8.21,clear sky
638,Komsomolskiy,UZ,40.4272,71.7189,79.52,14,1,25.32,clear sky
639,Dabakala,CI,8.3667,-4.4333,71.26,94,83,5.88,broken clouds
640,Mana,GF,5.6592,-53.7767,76.93,87,100,7.92,overcast clouds
641,Bilma,NE,18.6853,12.9164,85.53,31,0,10.54,clear sky
642,Tondon,GN,10.3667,-13.35,71.08,99,96,1.21,overcast clouds
643,Zhaoqing,CN,23.0512,112.4597,83.82,76,95,4.21,overcast clouds
644,Fort Saint James,CA,54.4333,-124.25,66.76,51,36,8.95,scattered clouds
645,Nehe,CN,48.4833,124.8333,85.01,61,73,10.96,broken clouds
646,Kasangulu,CD,-4.5911,15.1708,67.08,75,6,4.03,clear sky
647,Kailua,US,21.4022,-157.7394,82.38,73,40,16.11,scattered clouds
648,Araguacu,BR,-12.9306,-49.8264,67.84,39,1,3.85,clear sky
649,Neiafu,TO,-18.65,-173.9833,75.88,83,75,12.66,broken clouds
650,Wladyslawowo,PL,54.7909,18.4009,60.01,85,3,10.65,clear sky
651,Qaqortoq,GL,60.7167,-46.0333,45.5,89,99,8.32,overcast clouds
652,Mandalgovi,MN,45.7625,106.2708,65.7,45,4,12.91,clear sky
653,Marawi,PH,7.9986,124.2928,78.55,75,95,1.79,overcast clouds
654,Uruzgan,AF,32.8333,66.0,80.37,47,14,1.97,few clouds
655,Andra,RU,62.5147,65.8878,51.78,62,95,3.04,overcast clouds
656,Kulhudhuffushi,MV,6.6221,73.07,82.69,80,74,16.82,broken clouds
657,Khuzhir,RU,53.1939,107.3397,53.83,79,98,10.09,overcast clouds
658,Lamar,US,33.6668,-95.5836,86.65,51,0,8.05,clear sky
659,Lusambo,CD,-4.9667,23.45,68.16,49,18,2.75,few clouds
660,Tibati,CM,6.4667,12.6333,65.86,94,100,2.66,light rain
661,Zhaozhou,CN,45.6833,125.3167,82.38,66,73,11.45,light rain
662,Puerto Madero,MX,14.7208,-92.4215,81.48,79,95,6.4,overcast clouds
663,Kropotkin,RU,45.4375,40.5756,67.48,64,21,3.58,few clouds
664,Tashtagol,RU,52.7657,87.8894,69.62,44,100,3.49,overcast clouds
665,Saint-Gabriel,CA,46.3001,-73.3824,67.68,70,100,3.15,overcast clouds
666,Careiro Da Varzea,BR,-3.2003,-59.8119,79.41,92,60,2.68,broken clouds
667,Boa Vista,BR,2.8197,-60.6733,80.58,74,40,6.91,scattered clouds
668,Khani,GE,41.9563,42.9566,51.37,76,2,4.12,clear sky
669,Mongo,TD,12.1844,18.693,77.77,68,68,7.65,broken clouds
670,Karratha,AU,-20.7377,116.8463,67.8,25,17,21.21,few clouds
671,Waipawa,NZ,-41.4122,175.5153,50.72,80,100,12.12,overcast clouds
672,Mahanoro,MG,-19.9,48.8,68.32,85,100,3.44,light rain
673,Ucluelet,CA,48.9329,-125.5528,57.09,93,100,1.92,overcast clouds
674,Pyaozerskiy,RU,65.8333,31.1667,65.61,66,74,3.09,broken clouds
675,Zomin,UZ,39.9606,68.3958,74.26,27,2,5.75,clear sky
676,Jasper,US,37.2001,-94.3502,85.14,64,11,9.08,few clouds
677,Tripoli,LY,32.8752,13.1875,78.37,70,0,1.83,clear sky
678,Atkinson,US,42.8384,-71.147,70.23,71,0,3.44,clear sky
679,Mancio Lima,BR,-7.6142,-72.8958,75.13,74,34,0.76,scattered clouds
680,Fort Nelson,CA,58.8053,-122.7002,71.19,49,75,6.91,broken clouds
681,Kysyl-Syr,RU,63.8986,122.7617,67.08,73,100,3.47,overcast clouds
682,Verkhnevilyuysk,RU,63.4453,120.3167,68.5,63,100,1.68,overcast clouds
683,Karaman,TR,37.0833,33.25,56.88,60,0,5.23,clear sky
684,Lokosovo,RU,61.1333,74.8167,59.77,49,24,10.87,few clouds
685,Maragogi,BR,-9.0122,-35.2225,74.17,85,38,10.92,scattered clouds
686,Magadan,RU,59.5667,150.8,72.54,71,53,10.6,broken clouds
687,Buchanan,LR,5.8808,-10.0467,75.88,83,97,5.37,overcast clouds
688,Portel,BR,-1.9356,-50.8211,73.44,92,86,3.24,overcast clouds
689,Bokoro,TD,12.3807,17.0568,83.32,59,96,9.46,overcast clouds
690,San Pedro,PH,14.35,121.0167,86.36,73,75,3.44,moderate rain
691,Mandera,KE,3.9366,41.867,73.2,67,43,14.83,scattered clouds
692,Tandil,AR,-37.3217,-59.1332,40.62,53,0,6.73,clear sky
693,Saint Anthony,US,45.0205,-93.218,80.38,78,0,9.22,clear sky
694,Antsohihy,MG,-14.8796,47.9875,68.02,76,63,5.95,broken clouds
695,Bilibino,RU,68.0546,166.4372,61.68,49,100,7.58,overcast clouds
696,Ullapool,GB,57.8987,-5.1604,51.35,93,99,6.58,overcast clouds
697,Huaura,PE,-11.07,-77.5994,61.57,84,25,6.62,scattered clouds
698,Kargopol,RU,61.5071,38.9456,66.38,73,47,4.56,scattered clouds
699,Markova,UA,48.6758,24.4138,62.53,91,4,3.0,clear sky
700,Barquisimeto,VE,10.0739,-69.3228,69.85,90,100,4.38,overcast clouds
701,Bratsk,RU,56.1325,101.6142,64.89,64,100,3.22,light rain
702,West Wendover,US,40.7391,-114.0733,88.81,10,0,3.44,clear sky
703,Save,BJ,8.0425,2.486,71.92,96,100,4.76,light rain
